Obj_ID,Obj_name,Obj_desc,Obj_start_year,Obj_end_year,Obj_URL,Obj_img
904.67,Brooch,This oval-shaped brass brooch has a transparent cover and contains a braid of blonde/gray hair inside.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/1EA543D3-937A-441D-BC6B-371987433726,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/90467.jpg
911.14,Figurine:Chair,Soapstone figure replica of the British Coronation Chair.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/510A7A8F-2F8B-43F8-B2FC-101740702957,https://s3.amazonaws.com/pastperfectonline/images/museum_74/038/thumbs/91114.jpg
911.27,Mirror,A triangular shaped glass mirror fragment from the Steamer Arabian which was built in Niagara. The steamer was built by Andrew Heron in Niagara in 1851 and formed one of the mail lines on the north shore of the lake. Measurements were 173x32x16 (feet) and weighed approximately 350 tons. It was 'lost' on the lower St. Lawrence River in July 1857. The ship had been running between Quebec and River Du Loup and struck a rock 70 miles below Quebec and sunk immediately. No lives were lost.,1857,1857,https://niagarahistorical.pastperfectonline.com/Webobject/27CE96D5-5072-4EC4-AFB9-501048593281,https://s3.amazonaws.com/pastperfectonline/images/museum_74/030/thumbs/91127.jpg
912.302,Tongs:Fireplace,A rusty tong for a fireplace with oval discs at its ends.Item is from the original Museum collection of 1895-1925.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/D271FF3C-54AB-436D-82DB-013922419990,https://s3.amazonaws.com/pastperfectonline/images/museum_74/038/thumbs/912302.jpg
947.5,Sampler,"An unfinished sewing sampler, showing letters and numbers, by Elizabeth Clench (nee Johnson), wife of Ralfe Clench. Elizabeth was also the granddaughter of William Johnson and Molly (Mary) Brant, KOÑWATSI?TSIAIÉÑNI . Sewing samplers were used to demonstrate or test one's skill in needlework. It often includes the alphabet, numbers, flowers, figures or other decorations.",1839,1839,https://niagarahistorical.pastperfectonline.com/Webobject/FD68A253-821D-43D6-B53B-835072752240,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/9475.jpg
947.6,Sampler,"A sampler sewn by Margaret Stewart in 1811. The sampler measures 38cm x 90cm, and there is a dark green trim around the outside. The lettering on the sampler reads ""Learning will stand you friend when riches fail and happy are those that attain it"".  The sampler is also inscribed ""MS in the year 10 of her age 1811"". Samplers provide us an understanding of the education of women in Niagara during this time.  This sampler shows the craftsmanship, creativity and skill required.",1811,1811,https://niagarahistorical.pastperfectonline.com/Webobject/8D556E39-FC9B-4CBD-8728-511611312941,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/9476-2.jpg
969.1,Teaspoon,"This silver teaspoon has a plain flat handle and is damaged where the spoon meets the handle. Stamped on the back of the wide portion of the handle is: J.W. Cassidy, Late G. Burley 23 G.W. Arcade.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/851A1619-DDBB-43F6-8F68-775115771598,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/96910.jpg
969.104,Box:Carpenter's Tool,"John Swinton's tool box, which dates from the early 1800's, appears to have a dual purpose.  On the one hand, this apparently plain, wooden chest, painted black with rope handles at each end, was used as a container for his tools.  On the other hand, and perhaps more importantly, as one examines the interior, it becomes obvious that this man used the box as an example of his craftsmanship.  The owner's name is painted on the front and its condition is ""fair - good"".The underside of the lid is made of mahogany-coloured wood, which is cleverly inlaid with a delicate diamond pattern.  Inside the box, at the top, are two wooden trays lying lengthways along the back and along the front, with a space in the middle to provide access to several drawers. The aforementioned trays contain a series of drawers with white knobs and may be moved from front to back on metal channels attached to the interior of each end of the box.  Underneath these top trays is another set of trays, again  with drawers, and again one being in front and one at the back.  Altogether, there are fourteen drawers in the back units, nine in the lower and five in the upper.  As well, the top unit has a hinged lid to provide access to the top section.  The front units have fifteen drawers, nine in the lower, four in the upper and two small drawers, which may be seen at the lower right when the bottom front unit is moved toward the back into the empty space.In the bottom of the box and in the centre cavity are several tools.  These are as follows: two keyhole saws, one large-handled chisel device, one bow saw, two soldering irons, two squares, one axe, one wooden mallet, two two-handled shaving tools, one small claw hammer, one brass compass engraved with the date 1809 and the name, J. Robinson, one marking gauge, one large wooden plane and a set of ten routing planes, each with its own individual design for carving mouldings, cornices, etc.  The large wooden plane and the set of routing planes are all hand-made, most likely by Swinton.All in all, this artefact and its contents demonstrate that John Swinton was a true craftsman.",1800,1805,https://niagarahistorical.pastperfectonline.com/Webobject/05A92F28-4658-4188-BE00-004519044620,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/969104.jpg
969.107,"Clock, Tall Case","A Tall Case Clock brought from Scotland by Mr. Willox's Grandfather. He made the Case in Niagara. The creator of the Clock was WM. Donald, Rhynie, Scotland. Willox had been a gardener on a large estate in Rhynie, Scotland. After arriving in Canada, he settled on HWY. 8A, between Queenston and St. David's in a small stone house. He raised a family and joined with the Woodruffs of St. David's in working the mill there. He walked to St. Andrews Church, in Niagara, every Sunday to attend the services. The Willox and Woodruff families share a burial plot in St. Catharines. The material is a walnut case with Adam & Eve on the face and words ""William Willox"". The Clock has quarter columns, a broken pediment arch, roman numerals, and a door in the front panel. The design of the case is a country version of classic Chippendale style, made in Niagara. The Clock face was restored by Mrs. Willox's husband in 1962.",1830,1840,https://niagarahistorical.pastperfectonline.com/Webobject/6F6F9020-3B82-47AE-8A4E-502612265682,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/969107.jpg
969.109,Chair,"A handmade red-brown wooden chair in folk art design, with German Gothic influence. The chair back and front legs are one piece of wood, while back legs are curved and the seat is flat. A heart-shaped hole in the back of the chair and a gold single line trim adds to the design. This chair was made locally.",1860,1860,https://niagarahistorical.pastperfectonline.com/Webobject/E9FEF122-C36B-47E2-9933-241483611694,https://s3.amazonaws.com/pastperfectonline/images/museum_74/051/thumbs/969109.jpg
969.11,Spoon,"This silver teaspoon features an engraving of the U.S. Battleship Maine on the cup. Engraved below the ship is ""Destroyed Feb 15, 1898"". The handle features an image of a mans profile and an American Flag, below is printed ""Captain C.D. Sicsbee U.S."". On the reverse side of the handle is stamped ""Standard"".",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/3BB7907B-4A5E-4C0C-85D0-796633824577,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/96911.jpg
969.112,Trunk,"A trunk attributed to John Beach. The wooden trunk is covered in seal skin with the fur still attached. There are leather bands and metal nails across the trunk to hold the skin on. There are iron handles, hinges and a lock. There is a period made repair on the reverse done with iron nails to hold the seal skin together.",1800,1800,https://niagarahistorical.pastperfectonline.com/Webobject/B5D3FF15-130A-4045-A880-431055202748,https://s3.amazonaws.com/pastperfectonline/images/museum_74/042/thumbs/969112.jpg
969.113,Case:Jewellery,"A dark red wooden box, lined with red material and blue paint. The box is decorated with clawed feet for legs and lions holding rings for handles. A brass plate houses the key hold on the front.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/B86FCA48-E9D6-49B0-BF31-888836772447,https://s3.amazonaws.com/pastperfectonline/images/museum_74/042/thumbs/969113.jpg
969.114,Cradle,A wooden cradle in fair condition. The headrest is higher than the footrest and the bottom of the cradle has two wooden planks which are nailed to the cradle and made out of walnut.  The cradle probably belonged to George Ball.,1840,1840,https://niagarahistorical.pastperfectonline.com/Webobject/1E3ED567-E8B8-4DA9-88AE-297276274026,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/969114.jpg
969.122,Desk:Slant Top,"A Slant Top Desk from the Niagara Grammar School, used by a Principal or Teacher. Material is walnut and pine. The design is knee hole type school desk. The desk has two pieces, a closed top and stand. The top is slanted with a hinged lid and lock, with a leather writing area. The base is three-sided, open at front, with knee hole and one shelf. The rail at back sits on ten turned spindles. Dimensions are 80.7 X 55.8 X 78.2 CM.",1840,1840,https://niagarahistorical.pastperfectonline.com/Webobject/D71B21DC-8A8E-48CE-967D-314423766532,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/969122.jpg
969.125,Chair,"From 1781 until 1862 Niagara-on-the-Lake (known then as Newark or the Town of Niagara) was the legal centre of the Province of Upper Canada and of Lincoln and Welland County. As a result, there was a large legal community and many high profile cases that took place in town. Accommodating this civil service required a number of different court house buildings over the years, the first of which was burned to the ground by American forces in December of 1813. A replacement was built in 1817 and this chair was soon after brought in to serve as the bench for the presiding judge.One of the earliest neo-Gothic chairs in Ontario, this formal, black walnut chair with leather cushion remained in use when another courthouse was built on Queen Street in 1847. Niagara would lose most of its legal significance in 1862 when the county court was relocated to St. Catharines, with the court house thereafter being used as the Town Hall. A fixture of the building by then, mayors of Niagara used the chair in council meetings until at least 1877, as the chair can be spotted in an 1877 painting of the Hall's interior in the collection of the Toronto Public Library.",1820,1830,https://niagarahistorical.pastperfectonline.com/Webobject/98AC5060-D33D-46AA-9762-492855366769,https://s3.amazonaws.com/pastperfectonline/images/museum_74/057/thumbs/969125-2.jpg
969.129,Winder:Wool,"Wool Winder from around c.1820-30. Clock wheel with a triangular base & three legs. Six spokes, one with a handle. Chronometer Painted Design on Box ( 8-Pointed Star in Circle,  Numbers 5,10,15,20...40 Between points of Star)",1820,1830,https://niagarahistorical.pastperfectonline.com/Webobject/0132D7C3-60C2-4781-8EC6-360671481596,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/969129.jpg
969.144,Saucepan,"A saucepan circa 1840-60. It is shaped like a large, short stemmed goblet with a wooden handle insert. It is marked "" J & I Siddon No. 2""",1840,1860,https://niagarahistorical.pastperfectonline.com/Webobject/1F5715C5-D197-4A0C-B520-389909434238,https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/thumbs/969144.jpg
969.16,Chair,"A Sheraton design, hardwood chair from the early 19th century. The backrest has arrow slats which have been outlined in hand-painted yellow and green. The rungs, seat, and posts also have hand-painted decoration. The wood has faux-boix graining to resemble roxewood. Writing on the chair suggests they were brought from Trafalgar Township by the parents of Sir Adam Wilson & Mr. George H. Wilson. Adam Wilson was a lawyer and later Chief Justice of Court Appeals, Queen's Bench, Toronto.",1825,1840,https://niagarahistorical.pastperfectonline.com/Webobject/2F731573-1743-4229-96AC-662899191735,https://s3.amazonaws.com/pastperfectonline/images/museum_74/051/thumbs/969160.jpg
969.161,Chair,"A Sheraton design, hardwood chair from the early 19th century. The backrest has arrow slats which have been outlined in hand-painted yellow and green. The rungs, seat, and posts also have hand-painted decoration. The wood has faux-boix graining to resemble roxewood. Writing on the chair suggests they were brought from Trafalgar Township by the parents of Sir Adam Wilson & Mr. George H. Wilson. Adam Wilson was a lawyer and later Chief Justice of Court Appeals, Queen's Bench, Toronto.",1825,1840,https://niagarahistorical.pastperfectonline.com/Webobject/8DD810E4-2508-4774-B365-143763367100,https://s3.amazonaws.com/pastperfectonline/images/museum_74/051/thumbs/969161.jpg
969.166,Barometer,"A barometer with a fahrenheit scale circa 1810, used to measure atmospheric pressure. Possibly the Old Barometer used in Apothecary store by Henry Pafford.",1810,1810,https://niagarahistorical.pastperfectonline.com/Webobject/951E8258-D358-474B-9F37-251682401667,https://s3.amazonaws.com/pastperfectonline/images/museum_74/038/thumbs/969166.jpg
969.17,Necklace,Necklace of shiny polygonal black beads which increase in size towards the middle.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/9C07DA6B-D06A-4C87-9018-178749124105,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969170-2.jpg
969.176,Eyeglasses,A pair of  lorgnette glasses from the early 1800s. They can be folded and stored in the mother-of-pearl handle. It is believed that these glasses were used by William Duff Miller.,1800,1810,https://niagarahistorical.pastperfectonline.com/Webobject/A61787F9-EA9C-4339-AAD8-743260135128,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969176.jpg
969.184,Pendant:Religious,This wooden crucifix has a cross that is decorated with a carved leaf/ivy relief.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/F1B183AE-7EE3-44BF-808F-748509895796,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969184-2.jpg
969.186,Brooch,Metal and glass oval shaped brooch which contains a braid of hair. The pin and the border are finished in gold. The pin has been repaired.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/F430C470-EA62-4565-A83C-218924214348,https://s3.amazonaws.com/pastperfectonline/images/museum_74/042/thumbs/969186.jpg
969.188,Necklace,"This necklace is made of shells and beads on a braided cord. The shells are long, narrow and rainbow coloured.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/1792920A-B582-42A4-9928-887895659460,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969188.jpg
969.19,Necklace,Three-stranded beaded necklace with a large pear-shaped amethyst.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/24F90A79-20EB-4165-818F-036835555175,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969190-5.jpg
969.192,Snuffbox,"This gold rectangular snuffbox has the initials ""J.A."" embossed on the hinged lid. The hallmark printed inside the box features an anchor, J.W. and W. embossed onto the bottom.",1850,1850,https://niagarahistorical.pastperfectonline.com/Webobject/20959B77-CFB7-40A6-8F1F-302148241070,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969192.jpg
969.193,Case:Card,A tortoise shell calling card case which has a card inside for a Mrs. Johnson Clench. 72 Welland Ave. It is believed that Mrs. Clench lived in St. Catharines.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/7F2653D0-4075-49FB-BD36-471211415840,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969193.jpg
969.199,Drawing:Pencil,This pendant features a side profile sketch of Charles Wm. McCormick. It is dated 1827 and is made of brass with a glass front. The cord is still attached.,1827,1827,https://niagarahistorical.pastperfectonline.com/Webobject/CE87F8B1-D98A-4C90-BCB8-728386383069,https://s3.amazonaws.com/pastperfectonline/images/museum_74/042/thumbs/969199.jpg
969.213,Fork:Hay,An iron pitchfork with three flat tines and brackt for wooden handle.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/7E99D1DC-AF9C-441F-B210-514564408084,https://s3.amazonaws.com/pastperfectonline/images/museum_74/042/thumbs/969213.jpg
969.23,Trap:Bear,A steel bear trap that has a pressure plate with a spring mechanism with steel jaws and trigger. This was donated by Alfred Ball in 1897 who stated it was used by early settlers.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/1A1CF852-D3B2-4523-9EFE-954349428515,https://s3.amazonaws.com/pastperfectonline/images/museum_74/042/thumbs/969230.jpg
969.233,Yoke,A wooden animal yoke made from Ash. This yoke was used to carry pails with water or other substance over distance. The yoke is hand carved and has rope and hooks on each end to hang the pails. The middle is lined with material to give padding on the animals shoulders.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/70777AE6-49FC-4AB2-9B0E-728152352053,https://s3.amazonaws.com/pastperfectonline/images/museum_74/042/thumbs/969233.jpg
969.236,Yoke:Animal,Animal Yoke made for oxen out of wood and metal. A heavy wooden cross-piece has two neck loops with a metal ring between them. The Yoke is 67 CM.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/35E7A2F8-9064-4B9F-BEDD-275910044154,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/969236.jpg
969.25,Candlestick,"This tin candlestick has a round, flat base with a raised fluted edge. Attached to the base is a ring handle and in the centre is a raised cylinder to support a candle.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/EFDA94B9-0DD7-4419-9BAB-273143443116,https://s3.amazonaws.com/pastperfectonline/images/museum_74/031/thumbs/96925.jpg
969.26,Candlestick,This pewter candlestick has a circular base and a turned stem. There is also a raised lip on top to catch dripping wax.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/10614E0A-DB43-4DB2-8D1D-175525373110,https://s3.amazonaws.com/pastperfectonline/images/museum_74/031/thumbs/96926.jpg
969.262,Warmer:Foot,A foot warmer used to keep feet warm in church or in the carriage during winter time. The top and sides are perforated and there is a hinged door on the side. It is possible that this item was made locally.,1820,1820,https://niagarahistorical.pastperfectonline.com/Webobject/AD404628-2AEF-4984-86C1-351130355647,https://s3.amazonaws.com/pastperfectonline/images/museum_74/038/thumbs/969262.jpg
969.264,Mirror:Hand,This is a circa 1780 oval mirror with a pewter frame and a raised floral motif with an enamel overglaze. It is believed to be imported from Europe;  possibly France.,1780,1780,https://niagarahistorical.pastperfectonline.com/Webobject/1904D083-E5B2-4A81-B817-526532653287,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969264-4.jpg
969.274,Swift,"Swift. Wood. H: 48 CM. An umbrella- like reel for winding yarn. Wooden stand, round base. With several slates hanging from the stand in a criss-cross manner.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/6FD353D1-E2DE-4FD8-B7CA-134728938180,https://s3.amazonaws.com/pastperfectonline/images/museum_74/063/thumbs/969274.jpg
969.28,Mold:Candle,"This tin candle mould can be used to make up to 12 candles at once. This artifact offers insight into the daily lives of people before electric lighting, when candles were often required to provide homes with light.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/D0CBC445-F800-40F2-BDC8-503479308261,https://s3.amazonaws.com/pastperfectonline/images/museum_74/031/thumbs/96928.jpg
969.3,Tablespoon,This tablespoon has an elongated bowl and a handle with a floral bas relief. There is also a hallmark on the reverse of the handle.,1830,1830,https://niagarahistorical.pastperfectonline.com/Webobject/9F290187-BB8F-4D5A-954C-425503664093,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/9693.jpg
969.3,Sconce:Wall,This tin wall lantern is from St. Andrew's Church in Niagara-on-the-Lake. It has a protective back plate and a tubular housing for the wick which would use whale oil as fuel.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/43917E6E-1B4C-45A4-9266-465150421625,https://s3.amazonaws.com/pastperfectonline/images/museum_74/031/thumbs/96930.jpg
969.31,Flint Striker,"This iron tool was used to strike a flint to create sparks and start a fire. The arms of the tool curve inward, towards the centre of the tool. The flint striker is fairly rusted.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/E5716FA4-1E50-4B94-87D2-628230529713,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/96931-4.jpg
969.32,Mold:Candle,"This candle mold is made of both wood and pewter. There are eighteen pewter casings, set in a wooden-framed box, supported by two metal rods. There is also a loop across the top of the mold to tie wicks onto while the candles are setting. Candles would have been an important source of light at this time and candle molds would have been used extensively.  Candles and light were essential during live in early Upper Canada.  During the winter months, candles provided warmth and light to be able to read, sew or accomplish the duties of the day.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/591C6C7B-B9F1-4507-9CE5-150294926732,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/96932-7.jpg
969.321,Balance Weight,This balance weight is part of a set of  weights and measures donated in 1911 by the Town Council (referenced in Historical Notes #262 by Janet Carnochan in the Niagara Times). In 1792 the first session of the Legislature of Upper Canada adopted the British system of weights and measures for all commercial transactions.,0,0,https://niagarahistorical.pastperfectonline.com/Webobject/6ADDE280-180C-48BA-981B-586313368200,https://s3.amazonaws.com/pastperfectonline/images/museum_74/045/thumbs/969321.jpg
969.332,"Fan, Hand",A fan made out of cardboard and wood. The carboard is edged in gold paper while the handle is wooden and painted in gold. The front watercolour image painted has a lake and a sailboat  while the other side has red carnations and pansies.,1880,1890,https://niagarahistorical.pastperfectonline.com/Webobject/B4F01232-CF7D-4F08-AF11-899124866350,https://s3.amazonaws.com/pastperfectonline/images/museum_74/031/thumbs/969332.jpg
969.336,Lancet (Scarificator),"This is a lancet (scarificator) used for blood-letting. The case is made of bone and brass and there are three blades inside. The lettering on the blade reads ""Dunsford.""",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/FD02309B-D38D-4301-8065-252421108210,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/969336.jpg
969.339,Purse,"A satin purse that has a beaded green satin top and brown draw strings. There is an image of a church, house, and a tree. It also has a colored border with flowers. Provenance unknown.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/5FCF4061-9A54-48FE-B5BD-687934535110,https://s3.amazonaws.com/pastperfectonline/images/museum_74/048/thumbs/969339.jpg
969.34,Lantern,"This candle lantern is painted black and is a cylindrical shape. It has a perforated slit and circle design with a cone shaped top and handle. There is also a door on the side that opens to where the candle is located.  It is unsure whether this lantern was used for military or domestic purposes. However, it does provide insight into the objects used during the War of 1812.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/D5C597BA-FF2D-48A8-80DD-888865654739,https://s3.amazonaws.com/pastperfectonline/images/museum_74/008/thumbs/96934-7.jpg
969.35,Candlesnuffer,This is a hand forged candlesnuffer made of tin and is painted black. It has a scissor-like mechanism. One end of the tool is oval-shaped and the other end is scoop-like.,1850,1860,https://niagarahistorical.pastperfectonline.com/Webobject/37E5C87E-AD39-4250-8A3B-006655843320,https://s3.amazonaws.com/pastperfectonline/images/museum_74/029/thumbs/96935.jpg
969.35,Cape,"A short black, silk cape with ruffled edges, black ribbons, and a black tassel at the front. The cape has been stuffed with a material to add weight. The tag on the inside reads, ""Mrs. Mcwood"".",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/71601BBC-E622-4A2E-8299-452302277551,https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/thumbs/969350.jpg
969.352,Seal,"This brass seal features an ornately designed twisted body and the seal itself seems to represent the letters ""J. Mc C."" Owner unknown.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/436A5E80-58D3-4707-968E-477968684318,https://s3.amazonaws.com/pastperfectonline/images/museum_74/024/thumbs/969352.jpg
969.358,Tablecloth Set,"One of two napkins that are part of a child's tablecloth set. The napkins are white with blue crocheted trim and decorated with gray birds, leaves, and white flowers. The napkins are octagonal shape.",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/AFF042BE-5AA7-4BB4-B03F-984284052424,https://s3.amazonaws.com/pastperfectonline/images/museum_74/051/thumbs/969358.jpg
969.36,Candlesnuffer,"This hand forged iron candlesnuffer is missing one of three legs and is severely rusted and oxidized. Attached is a tag with handwriting that reads ""Hand Forged, Rare"".",1812,1812,https://niagarahistorical.pastperfectonline.com/Webobject/0E96F42D-7853-426E-B081-020646352430,https://s3.amazonaws.com/pastperfectonline/images/museum_74/031/thumbs/96936.jpg
969.36,Sampler,"This sampler was sewn by Margaret Stewart in the year 1812.  The sampler is inscribed ""God save the king"". The phrase sewn on the sampler is ""When danger threats the soldier cot and cruel cares assail it affection smiles shall soothe his lot or bid him not bewail it"".",0,0,https://niagarahistorical.pastperfectonline.com/Webobject/2575A574-7053-4B7C-A624-375560298940,https://s3.amazonaws.com/pastperfectonline/images/museum_74/009/thumbs/969360.jpg
